Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported,Source(s),Start Date of Breach
2018-05-10,2018-03-11,Mountwest Communityand Technical College  Data Breach ,1154 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-11
2018-08-31,2017-10-09,Movement Mortgage LLC  Data Breach ,60064 (179 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-09
2018-07-05,2018-05-07,MSKGroup PC  Data Breach ,566236 (173 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-07
2018-02-23,2017-11-08,Mueller CPA ,2921 (62 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-08
2018-08-20,2018-07-21,Munroand Company Inc  Data Breach ,728 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-21
2018-11-01,2018-08-29,Mutualof Omaha Bank  Data Breach ,47 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-29
2018-03-14,2018-01-21,Nampa School District  Data Breach ,4054 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-21
2018-09-07,2018-03-27,Nardellaand Taylor LLP  Data Breach ,2987 (12 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-27
2018-05-23,2017-10-01,National Railroad Passenger Corporation  Amtrak   Data Breach ,2853 (34 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-01
2018-05-01,2018-01-14,National Recreationand Park Association  Data Breach ,336 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-14
2018-01-22,2017-07-16,National Stores  Inc  ,609064 (TBD in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-16
2018-07-03,2018-01-12,Naviaux Dubow Harris LLC  Data Breach ,325 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-12
2018-02-13,2018-01-24,Navistar  Inc  ,253 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-24
2018-03-09,2018-01-13,Neil DDilorenzo CPAPC ,963 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-13
2018-08-13,2018-07-10,Nekoosa Coated Products LLC  Data Breach ,720 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-10
2018-10-25,2018-09-22,Net   Inc  Data Breach ,10000 (119 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-22
2018-04-02,2017-08-01,New Horizons Clinical Research LLC  Data Breach ,221 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-01
2018-10-02,2018-09-01,New Penn Financial LLCdba Shellpoint Mortgage Servicing  Data Breach ,157 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-01
2018-11-16,2018-04-20,New York Oncology Hematology PC  Data Breach ,128420 (21 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-20
2018-11-15,2018-08-13,Newegg Inc  Data Breach ,202231 (3017 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-13
,,Kindig   Heather ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-11-16,2018-10-16,Next Gen Healthcare Inc  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-16
2018-12-14,2018-05-01,NFMLending  Data Breach ,7069 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-01
2018-03-23,2018-03-13,NFPProperty  Casualty Services Inc  Data Breach ,573 (36 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-13
2018-11-05,2018-10-09,Nordstrom Inc  Data Breach ,107106 (603 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-09
2018-02-23,2017-01-20,North   Outfitters ,14734 (194 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-01-20
2018-08-06,,North American Powerand Gas LLC  Data Breach ,8690 (66 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-31,2018-02-07,North American Risk Services Inc  Data Breach ,2693 (368 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-07
2018-04-23,2018-02-09,North Texas Medical Center  Data Breach ,3350 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-09
2018-10-30,2018-05-08,Northbay Healthcare Corporation  Data Breach ,1567 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-08
2018-01-17,2017-11-20,Northside Anesthesia Services LLC ,75 (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-20
2018-10-05,2018-05-22,Northwest Surgical Specialists PCdba Rebound Orthopedics Neurosurgery  Data Breach ,2245 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-22
2018-06-29,2018-02-12,Northwest University  Data Breach ,1802 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-12
2018-09-15,2018-07-25,Notre Dame Clinical Law Center  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-25
2018-06-20,2018-04-23,Notre Damede Namur University  Data Breach ,2879 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-23
2018-06-21,2018-06-19,Novare National Settlement Service LLC  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-19
2017-12-04,2017-12-03,State  o   Indiana ,4 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-03
2018-06-15,2018-04-13,OFDFoods LLC  Data Breach ,685 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-13
2018-04-17,2018-02-15,Ohnward Bancshares Inc  Data Breach ,125 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-07-06,2018-04-11,Old RARIncformerly Real Alloy Recycling Inc  Data Breach ,3871 (888 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-11
2018-06-11,2018-03-12,Old Second National Bank  Data Breach ,2996 (18 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-12
2018-01-12,2017-04-09,Onco    and Care Med Specialty Pharmacy ,53173 (750 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-09
2018-04-27,2018-04-18,One Main Financial  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-18
2018-06-19,2018-06-06,One Main Financial  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-06
2018-07-17,2018-07-10,One Main Financial  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-10
2018-02-06,,One Main Financial ,1253 (58 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-26,2018-04-06,Optoma Technology Inc  Data Breach ,685 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-06
2018-03-22,2017-10-01,Orbitz  Data Breach ,382612 (2744 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-01
2018-08-28,2017-10-02,Orrstown Bank  Data Breach ,54000 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-02
2018-09-07,2018-09-07,Ortho Indy Hospital  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-07
2018-12-07,2018-08-11,OSNational LLC  Data Breach ,57 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-11
2018-08-03,2018-06-16,Our Honeymoon Wishes Inc  Data Breach ,220 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-16
2018-11-09,2018-03-06,Our Pieceofthe Pie  Data Breach ,1836 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-06
2018-11-01,2018-07-01,OXO  Data Breach ,3242 (41 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-01
2018-02-14,2018-01-22,PACCARInc  ,251 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-22
2018-06-28,2018-01-12,Pacific Management Incand New Frontier Management Corp  Data Breach ,1251 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-12
2018-02-05,2017-12-22,PARElecrtical Contractors  Inc  ,25500 (355 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-22
2018-07-27,2018-07-14,Paradigm Equities Inc  Data Breach ,1131 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-14
,2018-08-01,Parkview Regional Medical Center  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-01
2018-03-02,2018-02-14,Parkway Corporation ,589 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
2018-09-12,2018-02-09,Peaceful Valley Farm Supply  Data Breach ,20084 (234 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-09
2018-01-16,2017-10-12,Pension Fundofthe Christian Church ,20996 (1954 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-12
2018-01-26,2017-12-19,Pentair Aquatic Eco Systems Inc  ,239 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-19
2018-11-16,2017-10-15,Pentegra Services Inc  Data Breach ,301 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-15
2018-06-29,2018-05-04,Perfect Circle Credit Union  Data Breach ,105 (62 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-04
2018-09-19,,Performance Food Group Inc  Data Breach ,9142 (1071 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-13,2017-07-07,Perry  Associates CPA  s A  C  ,2450 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-07
,,Perry County Memorial Hospital  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-20,2018-01-31,Pershing LLC  Data Breach ,86 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-04-11,2018-02-20,PF  Com Inc  Data Breach ,4423 (49 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-20
2018-11-13,2018-07-06,Pharmacy Times Officeof Continuing Professional Education LLC  Data Breach ,128211 (883 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-06
2018-07-17,2018-06-29,Physicians Home Care  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-29
2018-05-21,2018-03-20,Pinnacle Advisory Group Inc  Data Breach ,1706 (107 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-20
2018-07-16,2018-02-21,Pinnacle Trailer Sales Inc  Data Breach ,1215 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-21
2018-06-04,2018-03-15,PLAEInc  Data Breach ,9627 (156 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-15
2018-09-12,2018-07-17,Plant Therapy  Data Breach ,2043 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-17
2018-07-13,2018-03-29,Plant Therapy  Data Breach ,13927 (417 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-29
2018-07-16,2018-03-19,Platinum Partners Credit Opportunities Master Fund LP  Data Breach ,77 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-19
2017-12-06,2017-09-06,Pleasant Solutions  Data Breach ,134 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-06
2018-03-05,2018-06-20,Preferred Hotels  Resorts ,9182 (40 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-20
2018-04-19,2018-01-17,Premier Fixtures LLC  Data Breach ,855 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-17
2018-03-15,2017-04-01,Presti  Naegele  Data Breach ,2079 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-04-01
2018-03-14,2018-03-09,Principal Life Insurance Company  Security Breach ,6 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-09
2018-11-05,2018-10-30,Principal Life Insurance Company  Security Breach ,1077 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-30
2018-05-25,2018-01-01,Printing Center USAcom  Data Breach ,Unknown (40 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-01
2018-03-09,2012-07-01,Pro Assurance Indemnity Company Inc ,45 (45 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2012-07-01
2016-06-18,2016-05-30,Professional Golf Ball Services LTD  Data Breach ,2126 (31 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-30
2018-10-04,2017-03-09,Professional Publications Inc  Data Breach ,1162 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-03-09
2018-02-02,2018-02-01,Pro Sight Specialty Insurance ,5 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-02-02,2018-02-01,Pro Sight Specialty Insurance ,5 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-11-26,2018-10-03,Prosper Marketplace Inc  Data Breach ,3115 (41 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-03
2018-10-11,2018-09-21,Prudential Insurance Companyof America  Data Breach ,1637 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-21
2018-04-23,2018-03-29,Prudential Insurance Companyof America  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-29
2018-03-09,2018-01-19,Prudential Insurance Companyof America  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-19
2018-03-14,2018-01-22,Prudential Insurance Companyof America  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-22
2018-01-31,,Psychiatric Specialists ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-25,2018-03-15,Purdue University  Data Breach ,110 (110 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-15
,,Purdue University  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-13,2018-05-17,Purdue University  Data Breach ,26598 (26553 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-17
2018-10-18,2018-05-30,Quad Assoc LLC  Data Breach ,3855 (3548 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-30
2018-06-06,2018-01-11,Qualified Plans LLC  Data Breach ,10878 (258 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-11
2018-03-03,2018-03-02,Quanta Technology LLC ,55 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-02
2018-09-28,2017-11-10,Quest Nutrition  Data Breach ,1552 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-10
2018-03-21,2018-01-23,RMChin  Associates Inc  Data Breach ,71 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-23
2018-11-20,2018-05-01,RRBowker LLC  Data Breach ,18578 (228 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-01
2018-04-30,2017-11-29,Rail Europe North America Inc  Data Breach ,18785 (173 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-29
2018-05-11,2017-06-15,Rail Europe SAS  Data Breach ,3714 (26 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-15
2018-11-12,2018-10-03,Rainforest Alliance Holding Inc  Data Breach ,24 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-03
2018-04-24,2018-03-18,Ramy Brook LLC  Data Breach ,328 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-18
2018-01-31,2017-10-03,RBCRoyal Bank ,66000 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-03
2018-08-08,,RBCWealth Management  Data Breach ,Unknown (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-16,,RBCWealth Management  Data Breach ,Unknown (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-01-05,2015-04-23,Rea  deeming Beauty  Inc  d  b  abeautyblender ,18133 (201 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-04-23
2018-08-22,2018-02-28,Redhorse Corporation  Data Breach ,73 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-28
2018-09-19,2018-09-10,REDICOManagement Inconbehalfof American House  Data Breach ,3852 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-10
2018-10-30,2018-07-09,Reid Health  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-09
2018-03-20,2017-12-21,REMIndiana Inc  Data Breach ,7520 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-21
2018-03-02,2018-02-01,Remington Hotels LLC ,313 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-02-01,2018-01-17,Remote DBAExperts  LLC ,281 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-17
2018-10-18,2018-06-05,Renaissance Philanthropic Solutions Group  Data Breach ,33663 (807 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-05
2018-10-30,2018-02-22,Residential Care XIIILLCdba Aster Place  Data Breach ,73 (73 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-22
2018-06-21,2017-09-19,Rev Up Group LLCDBARev Up Sports  Data Breach ,3576 (89 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-19
2018-09-05,2017-09-29,Richard Owen Nursery Inc  Data Breach ,12397 (297 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-29
2018-06-07,2018-04-08,RISEWisconsin Inc  Data Breach ,6470 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-08
,,River City Media LLC  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-10,2018-03-27,River Mend Health LLC  Data Breach ,563 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-27
2018-03-02,2017-12-06,RMHFranchise Holdings Inc ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-06
2018-09-10,2018-04-01,Roadrunner Transportation Systems Inc  Data Breach ,9821 (775 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-01
2018-12-07,2018-09-27,Robert Graham Designs LLC  Data Breach ,Unknown (12 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-27
2018-03-26,2018-02-15,Roos Langan  Mc Kendree LLP  Data Breach ,149 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-01-19,2016-05-29,Rosewood Hotel Group  Data Breach ,Unknown (41 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-29
2018-03-13,2017-06-01,Rotary International ,1775 (14 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-01
,2018-11-26,Round Point Mortgage Servicing Corporation  Data  Breach ,75 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-26
,,Rush Memorial Hospital  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-11-14,2018-05-15,SABICInnovative Plastics  Data Breach ,106 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-15
2018-01-24,2017-11-26,Saginaw Valley State University ,4949 (24 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-26
,,Saks Fifth Avenue  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-13,2018-07-11,Salin Bankand Trust Company  Data Breach ,8 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-11
2018-08-27,2018-04-09,Salter Labs  Data Breach ,584 (25 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-09
2018-07-13,2018-05-09,Sanford Heisler Sharp  Data Breach ,413 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-09
2018-09-07,2018-07-30,Sanibel Captiva Trust Company  Data Breach ,605 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-30
2018-02-22,2017-12-17,Santa Cruz Bio Technology  Inc  ,2657 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-17
2018-07-11,2018-07-10,Schlage Lock Company LLC  Data Breach ,18 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-10
2018-01-26,2018-01-24,Scoppechio ,204 (27 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-24
