Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Industry,Parent Company,Website,End Date of Breach,Link to PDF,Location of Breached Information,Reported Date,Type of Breach,Source(s)
"Ljcooper Capital Management, Llc D/b/a Ljcooper Wealth Advisors",2018-09-18 00:00:00,1202.0,{'Indiana'},UNK,2018-10-18,,2018-09-18 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lkqcorporation,2016-03-23 00:00:00,329.0,{'Indiana'},UNK,2016-03-31,,2016-03-23 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Loader Parts Source Inc Breach Notification,2015-11-03 00:00:00,64.0,{'Indiana'},UNK,2016-09-22,,2015-11-03 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Local 2/hospitality Industry Child & Elder Care Plan,2012-08-13 00:00:00,,{'California'},UNK,,,08/13/2012,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-36426,,2012-09-11,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Local Initiative Health Authority Of Los Angeles County, Doing Business As L.a. Care Health Plan",2018-03-01 00:00:00,,{'California'},UNK,,,"03/01/2018, 01/01/2019",,,,2019-01-01,https://oag.ca.gov/ecrime/databreach/reports/sb24-145516,,2019-03-18,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Localblox,2018-04-20 00:00:00,,{'New Jersey'},UNK,,,"APRIL 20, 2018",,,,,,,,7,"{'{\'{""{\\\'https://www.cyber.nj.gov/data-breach-notifications/\\\'}""}\'}'}"
"Lockheed Martin,",2009-07-13 00:00:00,,{'New Hampshire'},UNK,,,"July 13, 2009",Advanced TechnologiesInformation SecurityAerospaceDefense,,LockheedMartin.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lockheed-martin-20090713.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lockheed Martin,",2009-11-12 00:00:00,,{'New Hampshire'},UNK,,,"November 12, 2009",Advanced TechnologiesInformation SecurityAerospaceDefense,,LockheedMartin.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lockheed-martin-20091112.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lockton Companies,2018-02-26 00:00:00,1.0,{'Montana'},UNK,,,2/26/2018-4/26/2018,Insurance,,www.lockton.com,2018-04-26, https://media.dojmt.gov/wp-content/uploads/Lockton-Companies.pdf ,,2018-06-29,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Loeb Enterprises Ii, Llc,",2018-11-26 00:00:00,,{'New Hampshire'},UNK,,,"November 26, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/loeb-enterprises-20181126.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Loews Hotels,2016-08-29 00:00:00,71.0,{'Montana'},UNK,,,8/29/2016-3/9/2017,Hospitality,,,2017-03-09, https://media.dojmt.gov/wp-content/uploads/Loews-Hotels-Co..pdf ,,2017-07-06,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Loews Hotels & Co.,2016-08-29 00:00:00,969.0,"{'Indiana', 'California', 'Oregon', 'Washington'}",UNK,2017-07-05 00:00:00,2017-06-06 00:00:00,8/29/2016 - 3/9/2017,,,,2017-03-09 00:00:00,,,2017-08-18 00:00:00,7,"{""{'https://justice.oregon.gov/consumer/DataBreach/Home/', 'https://www.atg.wa.gov/data-breach-notifications'}"", '{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\', ""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\', ""{\'https://www.atg.wa.gov/data-breach-notifications\', \'https://justice.oregon.gov/consumer/DataBreach/Home/\'}""}'}"
Loews Hotels & Co.,Not Specified,,{'Iowa'},UNK,,,,,,,,https://www.iowaattorneygeneral.gov/media/cms/Loews_Hotels__Co_B68394CC18C52.pdf,,2017-07-05 00:00:00,7,{'https://www.iowaattorneygeneral.gov/for-consumers/security-breach-notifications/'}
Logan Community Resources,2017-05-12 00:00:00,1.0,{'Montana'},UNK,,,5/12/2017-5/12/2017,,,,2017-05-12, https://media.dojmt.gov/wp-content/uploads/LOGAN-Community-Resources.pdf ,,2017-07-11,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Logan Simpson,2017-07-17 00:00:00,5.0,{'Montana'},UNK,,,7/17/2017-7/17/2017,,,,2017-07-17, https://media.dojmt.gov/wp-content/uploads/Evers-Robinson.pdf ,,2017-08-10,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Logancommunity Resources Inc,2017-05-12 00:00:00,2604.0,{'Indiana'},UNK,2017-07-11,,2017-05-12 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Logansport Memorial Hospital,2018-09-11 00:00:00,1.0,{'Indiana'},UNK,2018-10-05,,2018-09-11 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Logic Supply, Inc.",2017-02-06 00:00:00,,{'California'},UNK,,,02/06/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-66467,,2017-02-23,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Logos Management Software, Llc,",2014-03-28 00:00:00,,{'New Hampshire'},UNK,,,"March 28, 2014",Information Management,,www.veritas.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/logos-software-20140328.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lokai Holdings Llc,",2014-12-24 00:00:00,,{'New Hampshire'},UNK,,,"December 24, 2014",Apparel and Luxury Goods,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/lokai-holdings-llc-20141224.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lokai Holdings Llc,",2014-06-27 00:00:00,,{'California'},UNK,,,06/27/2014,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-47853,,2014-12-24,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Longwood Management Corporation,2015-02-11 00:00:00,,{'California'},UNK,,,02/11/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-55875,,2015-05-11,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Lonza,",2018-01-24 00:00:00,,{'New Hampshire'},UNK,,,"January 24, 2018",Chemicalsbiotechnology,,www.lonza.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lonza-20180124.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Looper Elena,2016-07-21 00:00:00,100.0,{'Indiana'},UNK,2016-08-12,,2016-07-21 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Lorillard Tobacco Company,",2010-04-13 00:00:00,,{'New Hampshire'},UNK,,,"April 13, 2010",Tobacco,,www.lorillard.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lorillard-tobacco-20100413.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Los Angeles City Employees Retirement System,2017-04-05 00:00:00,,{'California'},UNK,,,04/05/2017,,,lacera.com,,https://oag.ca.gov/ecrime/databreach/reports/sb24-67761,,2017-04-24,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Los Angeles County Department Of Mental Health (lacdmh),2017-10-24 00:00:00,,{'California'},UNK,,,10/24/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-104241,,2017-11-13,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Los Angeles Gay And Lesbian Community Services Center,2013-09-17 00:00:00,,{'California'},UNK,,,"09/17/2013, 11/08/2013",,,,2013-11-08,https://oag.ca.gov/ecrime/databreach/reports/sb24-43465,,2013-12-10,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Los Angeles Philharmonic,2018-02-14 00:00:00,2442.0,"{'Indiana', 'California'}",UNK,2018-02-16,,2018-02-14 00:00:00,,,laphil.com,,,,,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\', ""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Loud Technologies, Inc.,",2011-02-09 00:00:00,,{'New Hampshire'},UNK,,,"February 09, 2011",Audio technology,,loudaudio.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/loud-technologies-20110209.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Louisville Area Chamberof Commerce Inc D B A Greater Louisville Inc,2017-03-17 00:00:00,40.0,{'Indiana'},UNK,2017-04-25,,2017-03-17 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Louisville Metro Government,2017-02-17 00:00:00,174.0,{'Indiana'},UNK,2017-06-01,,2017-02-17 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lourdes Hospital,2015-12-03 00:00:00,44.0,{'Indiana'},UNK,2016-02-22,,2015-12-03 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lowcountry Orthopaedics & Sports Medicine,2015-12-03 00:00:00,1.0,{'Montana'},UNK,,,12/3/2015-12/3/2015,,,,2015-12-03, https://media.dojmt.gov/wp-content/uploads/Lowcountry-Orthopaedics-and-Sports-Medicine.pdf ,,2016-02-09,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Lowe S Companies Inc Security Breach,2016-06-08 00:00:00,2.0,{'Indiana'},UNK,2016-07-08,,2016-06-08 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Lowe's Companies, Inc.,",2014-05-19 00:00:00,,{'New Hampshire'},UNK,,,"May 19, 2014",Retail,,lowes.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lowes-companies-20140519.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lowe's Companies, Inc.,",2013-07-01 00:00:00,,{'California'},UNK,,,"07/01/2013, 04/02/2014",Retail,,lowes.com,2014-04-02,https://oag.ca.gov/ecrime/databreach/reports/sb24-45134,,2014-05-19,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Loyola University Chicago Notice Of Unauthorized Access To Confidential Information,Not Specified,,{'Vermont'},UNK,2018-07-30 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/07/30/loyola-university-chicago-notice-of-unauthorized-access-to-confidential-information/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
Loyola University Of Chicago,2018-07-17 00:00:00,27.0,"{'Indiana', 'Montana'}",UNK,,,7/17/2018-7/17/2018,,,,2018-07-17, https://media.dojmt.gov/wp-content/uploads/UnityPoint-Health.pdf ,,2018-07-30,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lpl Financial,2012-02-06 00:00:00,,{'California'},UNK,,,02/06/2012,Financial Services,,www.lpl.com,,https://oag.ca.gov/ecrime/databreach/reports/sb24-22542,,2012-02-29,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Lpl Financial Corporation,",2008-07-24 00:00:00,,{'New Hampshire'},UNK,,,"July 24, 2008",Financial Services,,www.investfinancial.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20080724.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation,",2009-02-02 00:00:00,,{'New Hampshire'},UNK,,,"February 02, 2009",Financial Services,,www.investfinancial.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20080202.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation,",2009-06-01 00:00:00,,{'New Hampshire'},UNK,,,"June 01, 2009",Financial Services,,www.investfinancial.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20090601.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation,",2010-03-09 00:00:00,,{'New Hampshire'},UNK,,,"March 09, 2010",Financial Services,,www.investfinancial.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20100309.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation,",2010-08-25 00:00:00,,{'New Hampshire'},UNK,,,"August 25, 2010",Financial Services,,www.investfinancial.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20100825.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation, Part 1,",2008-05-06 00:00:00,,{'New Hampshire'},UNK,,,"May 06, 2008",Financial Services,,www.investfinancial.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-a-20080506.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation, Part 2.",2008-05-06 00:00:00,,{'New Hampshire'},UNK,,,"May 06, 2008",Private equity,,carlyle.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-b-20080506.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lpl Financial Corporation, Part 3,",2008-05-06 00:00:00,,{'New Hampshire'},UNK,,,"May 06, 2008",Private equity,,carlyle.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-c-20080506.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2011-08-29 00:00:00,,{'New Hampshire'},UNK,,,"August 29, 2011",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20110829.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2014-08-29 00:00:00,,{'New Hampshire'},UNK,,,"August 29, 2014",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20140829.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2017-08-22 00:00:00,,{'New Hampshire'},UNK,,,"August 22, 2017",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20170822.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2017-10-03 00:00:00,,{'New Hampshire'},UNK,,,"October 03, 2017",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20171003.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2018-11-19 00:00:00,,{'New Hampshire'},UNK,,,"November 19, 2018",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20181119.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2018-11-30 00:00:00,,{'New Hampshire'},UNK,,,"November 30, 2018",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20181130.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2019-01-23 00:00:00,,{'New Hampshire'},UNK,,,"January 23, 2019",Financial Services,,www.lpl.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20190123.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lpl Financial Llc,2018-02-20 00:00:00,297.0,"{'Indiana', 'Montana'}",UNK,,,2/20/2018-2/28/2018,Financial Services,,www.lpl.com,2018-02-28, https://media.dojmt.gov/wp-content/uploads/LPL-Financial-LLC-Update-4-30-18.pdf ,,2018-04-30,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lpl Financial Llc,2018-11-01 00:00:00,270000.0,"{'Indiana', 'California', 'Oregon'}",UNK,2018-11-17 00:00:00,2018-11-01 00:00:00,11/1/2018,Financial Services,,www.lpl.com,,,,2018-11-17 00:00:00,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\', ""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\', ""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}""}', ""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}""}"
Lpl Financial Llc,Not Specified,,{'Iowa'},UNK,,,,Financial Services,,www.lpl.com,,https://www.iowaattorneygeneral.gov/media/cms/111718__LPL_Financial_LLC_2C1615BF30185.pdf,,2018-11-29 00:00:00,7,{'https://www.iowaattorneygeneral.gov/for-consumers/security-breach-notifications/'}
"Lpl Financial, Llc (lpl)",2018-11-01 00:00:00,756.0,"{'Montana', 'Washington'}","[""driver's license"", 'license', 'name', 'financial', 'password', 'phone number', 'address', 'insurance', 'identification number']",,,11/01/2018,Financial Services,,www.lpl.com,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/LPLFinancialLLC.2018-11-16.pdf,,2018-11-16 00:00:00,1,"{""{'https://www.atg.wa.gov/data-breach-notifications'}"", '{""{\'https://www.atg.wa.gov/data-breach-notifications\'}"", \'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Lplfinancial Security Breach,2016-02-17 00:00:00,1.0,{'Indiana'},UNK,2016-03-17,,2016-02-17 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lpnewburgh Llc,2018-08-06 00:00:00,1.0,{'Indiana'},UNK,2018-08-27,,2018-08-06 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Lrghealthcare,",2008-12-19 00:00:00,,{'New Hampshire'},UNK,,,"December 19, 2008",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/lrghealthcare-20081219.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lucky Pet Inc.,2015-10-12 00:00:00,11333.0,{'Indiana'},UNK,2016-04-18,,2015-10-12 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lucky Pet Inc.,2015-10-15 00:00:00,67.0,"{'California', 'Montana'}",UNK,,,10/15/2015-3/16/2016,,,,2016-03-16, https://media.dojmt.gov/wp-content/uploads/LuckyPet.pdf ,,2016-04-22,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\', ""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Lulu's Fashion Lounge,2016-08-11 00:00:00,28.0,"{'California', 'Montana'}",UNK,,,8/11/2016-8/16/2016,,,,2016-08-16, https://media.dojmt.gov/wp-content/uploads/Lulus-Fashion-Lounge.pdf ,,2016-09-16,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\', ""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Lulu's Fashion Lounge Inc.,",2016-09-16 00:00:00,,{'New Hampshire'},UNK,,,"September 16, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/lulus-fashion-20160916.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Lulu's Fashion Lounge Inc.,",2016-08-11 00:00:00,128.0,{'Indiana'},UNK,2016-09-16,,2016-08-11 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lundberg Family Farms,2018-03-26 00:00:00,201.0,{'Indiana'},UNK,2018-11-21,,2018-03-26 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Luque Chiropractic, Inc.",2016-05-01 00:00:00,,{'California'},UNK,,,"05/01/2016, 09/11/2016",,,,2016-09-11,https://oag.ca.gov/ecrime/databreach/reports/sb24-64959,,2016-11-17,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Luther College,2016-12-20 00:00:00,,{'New Hampshire'},UNK,,,"December 20, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/luther-college-20161220.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Luther College,2016-09-22 00:00:00,1626.0,{'Indiana'},UNK,2016-12-19,,2016-09-22 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Luther College,2016-10-12 00:00:00,6.0,{'Montana'},UNK,,,10/12/2016-10/12/2016,,,,2016-10-12, https://media.dojmt.gov/wp-content/uploads/Luther-College.pdf ,,2016-12-20,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Luther College,Not Specified,,{'Iowa'},UNK,,,,,,,,https://www.iowaattorneygeneral.gov/media/cms/Luther_College_BB96B482B4CCB.pdf,,2016,7,{'https://www.iowaattorneygeneral.gov/for-consumers/security-breach-notifications/'}
Lutheran Life Communities,2018-12-14 00:00:00,2.0,{'Montana'},UNK,,,12/14/2018-12/14/2018,,,,2018-12-14, https://media.dojmt.gov/wp-content/uploads/Lutheran-Life-Communities.pdf ,,2019-01-28,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Lutz & Carr, Cpas, Llp,",2018-06-07 00:00:00,,{'New Hampshire'},UNK,,,"June 07, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/lutz-20180607.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Lutz Carr Cpas Llp Informational Notice To Consumers,Not Specified,,{'Vermont'},UNK,2018-06-07 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/06/07/lutz-carr-cpas-llp-informational-notice-to-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
Lutzand Company Pc,2018-07-25 00:00:00,1414.0,{'Indiana'},UNK,2018-09-21,,2018-07-25 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Lux Fund Technology Solutions Llc,2016-11-18 00:00:00,43.0,{'Indiana'},UNK,2016-11-29,,2016-11-18 00:00:00,Hedge fund management,,www.citadel.com,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
